,Date,Username,Tweet,URL,Media,Likes,Retweets,Quote,Replies,Mentioned Users,Hashtags
0,2020-12-31 05:47:38+00:00,elonmusk,Ignore the heading,https://twitter.com/elonmusk/status/1344520570235457536,,34760,607,64,1027,,
1,2020-12-31 05:40:26+00:00,elonmusk,"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0",https://twitter.com/elonmusk/status/1344518758707113986,,48085,2908,482,1513,,
2,2020-12-31 05:19:34+00:00,elonmusk,@jack 🎩 The Greatest Gatsby 🎩,https://twitter.com/elonmusk/status/1344513508323565569,,8457,352,77,365,"[User(username='jack', id=12, displayname='jack', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
3,2020-12-31 02:25:06+00:00,elonmusk,@flcnhvy Inspired by the ballet,https://twitter.com/elonmusk/status/1344469598893035521,,5941,137,12,188,"[User(username='flcnhvy', id=961490282687561728, displayname='Vivek Kene', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
4,2020-12-31 01:55:32+00:00,elonmusk,"@smvllstvrs @ErcXspace Rocket motion is primarily vertical, so you want the top open",https://twitter.com/elonmusk/status/1344462159560904706,,4062,102,14,210,"[User(username='smvllstvrs', id=171606294, displayname='Mike | smallstars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
5,2020-12-31 01:05:35+00:00,elonmusk,@jack Let’s make the roaring 20’s again!,https://twitter.com/elonmusk/status/1344449590980874240,,44052,3236,578,2050,"[User(username='jack', id=12, displayname='jack', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
6,2020-12-30 19:49:23+00:00,elonmusk,@Erdayastronaut Might be a few lumps along the way,https://twitter.com/elonmusk/status/1344370017295503360,,4447,83,9,186,"[User(username='Erdayastronaut', id=3167257102, displayname='Everyday Astronaut', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
7,2020-12-30 18:31:31+00:00,elonmusk,"@Erdayastronaut @flcnhvy @ErcXspace Production is hard, prototypes are easy. Building ~1000 Starships to create a self-sustaining city on Mars is our mission.",https://twitter.com/elonmusk/status/1344350420735410177,,7513,573,106,283,"[User(username='Erdayastronaut', id=3167257102, displayname='Everyday Astronaut', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='flcnhvy', id=961490282687561728, displayname='Vivek Kene', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
8,2020-12-30 18:18:12+00:00,elonmusk,@ICannot_Enough @AloysiusFekete @RationalEtienne @biogirl09 @ErcXspace Exactly,https://twitter.com/elonmusk/status/1344347067230027777,,1641,47,7,83,"[User(username='ICannot_Enough', id=367237480, displayname='James Stephenson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AloysiusFekete', id=55534134, displayname='Aloysius Fekete', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RationalEtienne', id=2241150253, displayname='Pope of Muskanity', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='biogirl09', id=21106016, displayname='Mallory Tompsett #GigaTexas #FSDBetaTester', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
9,2020-12-30 18:15:27+00:00,elonmusk,@RexChapman Haha,https://twitter.com/elonmusk/status/1344346377715761153,,8617,147,14,157,"[User(username='RexChapman', id=324703658, displayname='Rex Chapman🏇🏼', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
10,2020-12-30 18:09:24+00:00,elonmusk,@Erdayastronaut @flcnhvy @ErcXspace SN9 will press CH4 header tank with helium. Long-term solution is under debate. Not clear what is lightest/simplest.,https://twitter.com/elonmusk/status/1344344855237992448,,4038,181,41,178,"[User(username='Erdayastronaut', id=3167257102, displayname='Everyday Astronaut', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='flcnhvy', id=961490282687561728, displayname='Vivek Kene', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
11,2020-12-30 18:07:40+00:00,elonmusk,@flabellina212 @RationalEtienne @biogirl09 @ErcXspace Yes,https://twitter.com/elonmusk/status/1344344418673852416,,970,22,3,39,"[User(username='flabellina212', id=3131614906, displayname='Flabellina', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RationalEtienne', id=2241150253, displayname='Pope of Muskanity', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='biogirl09', id=21106016, displayname='Mallory Tompsett #GigaTexas #FSDBetaTester', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
12,2020-12-30 18:07:31+00:00,elonmusk,"@RationalEtienne @biogirl09 @ErcXspace Legs would certainly work, but best part is no part, best step is no step",https://twitter.com/elonmusk/status/1344344378974720000,,2836,145,40,132,"[User(username='RationalEtienne', id=2241150253, displayname='Pope of Muskanity', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='biogirl09', id=21106016, displayname='Mallory Tompsett #GigaTexas #FSDBetaTester', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
13,2020-12-30 18:00:33+00:00,elonmusk,@flcnhvy @ErcXspace Yes,https://twitter.com/elonmusk/status/1344342626539954176,,1468,34,5,59,"[User(username='flcnhvy', id=961490282687561728, displayname='Vivek Kene', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
14,2020-12-30 18:00:26+00:00,elonmusk,@flcnhvy @ErcXspace Saves mass &amp; cost of legs &amp; enables immediate repositioning of booster on to launch mount — ready to refly in under an hour,https://twitter.com/elonmusk/status/1344342598694047744,,4707,211,64,173,"[User(username='flcnhvy', id=961490282687561728, displayname='Vivek Kene', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
15,2020-12-30 17:01:28+00:00,elonmusk,"@ErcXspace We’re going to try to catch the Super Heavy Booster with the launch tower arm, using the grid fins to take the load",https://twitter.com/elonmusk/status/1344327757916868608,,9331,719,669,866,"[User(username='ErcXspace', id=1258538731054739456, displayname='Erc X', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
16,2020-12-30 09:51:07+00:00,elonmusk,Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp,https://twitter.com/elonmusk/status/1344219458324160512,"[Photo(previewUrl='https://pbs.twimg.com/media/EqegeMTVQAAzSth?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqegeMTVQAAzSth?format=jpg&name=large')]",93669,3973,464,2520,,
17,2020-12-30 09:24:36+00:00,elonmusk,@Tesmanian_com This is very sensible. Opposition from anywhere cannot mean no progress everywhere!,https://twitter.com/elonmusk/status/1344212785228435457,,4011,146,9,122,"[User(username='Tesmanian_com', id=1100520274200416256, displayname='Tesmanian.com', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
18,2020-12-30 09:16:50+00:00,elonmusk,@harsimranbansal Literally,https://twitter.com/elonmusk/status/1344210828052946944,,2808,51,4,57,"[User(username='harsimranbansal', id=940107920, displayname='Harsimran Bansal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
19,2020-12-30 07:57:09+00:00,elonmusk,@tobyliiiiiiiiii Are we sure this is real?,https://twitter.com/elonmusk/status/1344190775182016512,,6763,245,55,541,"[User(username='tobyliiiiiiiiii', id=809575831487934465, displayname='Toby Li', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
20,2020-12-30 05:33:19+00:00,elonmusk,"Destiny, destiny
No escaping 
that for me",https://twitter.com/elonmusk/status/1344154578678214657,,144291,10326,1085,5728,,
21,2020-12-29 22:16:14+00:00,elonmusk,All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st.,https://twitter.com/elonmusk/status/1344044584712728581,,68143,3198,945,3301,,
22,2020-12-29 22:00:25+00:00,elonmusk,"@SpaceNews_Inc And Mark Dankberg. This action is wack, not dank!!",https://twitter.com/elonmusk/status/1344040601000542208,,2059,76,7,72,"[User(username='SpaceNews_Inc', id=31098756, displayname='SpaceNews', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
23,2020-12-29 21:45:08+00:00,elonmusk,@Reza_Zadeh Less?,https://twitter.com/elonmusk/status/1344036755180314625,,10851,396,88,436,"[User(username='Reza_Zadeh', id=92839676, displayname='Reza Zadeh', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
24,2020-12-29 21:34:43+00:00,elonmusk,@ashleevance Westworld,https://twitter.com/elonmusk/status/1344034136290447362,,6470,166,38,189,"[User(username='ashleevance', id=81961201, displayname='Ashlee Vance', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
25,2020-12-29 21:32:09+00:00,elonmusk,The Last Kingdom show is great,https://twitter.com/elonmusk/status/1344033488698290176,,127363,5208,1379,4481,,
26,2020-12-29 20:56:54+00:00,elonmusk,"@jayson32292601 Absolutely. Will be text &amp; visualization, but could add voice too.",https://twitter.com/elonmusk/status/1344024617212645378,,1793,51,13,128,"[User(username='jayson32292601', id=1218252683783692288, displayname='Jason', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
27,2020-12-29 20:52:23+00:00,elonmusk,@sfs_central !! Even cheese is made of cake !!,https://twitter.com/elonmusk/status/1344023481160257538,,2987,58,6,105,"[User(username='sfs_central', id=1210029774065864704, displayname='Central Aerospace', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
28,2020-12-29 20:48:22+00:00,elonmusk,"@karpathy If they don’t love us, we’re in deep trouble!",https://twitter.com/elonmusk/status/1344022471968698370,,5273,219,44,320,"[User(username='karpathy', id=33836629, displayname='Andrej Karpathy', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
29,2020-12-29 20:48:04+00:00,elonmusk,Not everything is made of cake https://t.co/oMaCmYQAwx,https://twitter.com/elonmusk/status/1344022395280089088,"[Photo(previewUrl='https://pbs.twimg.com/media/EqbtOhfWMAAqNuR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqbtOhfWMAAqNuR?format=jpg&name=large')]",170662,10999,1251,2607,,
30,2020-12-29 20:41:18+00:00,elonmusk,@chicago_glenn True haha,https://twitter.com/elonmusk/status/1344020693990703105,,4257,54,8,77,"[User(username='chicago_glenn', id=924966648922157056, displayname='✨Chicago✨', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
31,2020-12-29 20:40:49+00:00,elonmusk,Such a weird game when you think about it https://t.co/5MrvVzmeKG,https://twitter.com/elonmusk/status/1344020569151434752,"[Photo(previewUrl='https://pbs.twimg.com/media/EqbrkaDW4AEirD0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqbrkaDW4AEirD0?format=jpg&name=large')]",327336,29926,2504,3654,,
32,2020-12-29 20:37:54+00:00,elonmusk,This is not CGI https://t.co/VOivE97vPR,https://twitter.com/elonmusk/status/1344019835341180930,,59585,9777,3619,4225,,
33,2020-12-29 20:12:13+00:00,elonmusk,@BenSullins We need a UI overhaul,https://twitter.com/elonmusk/status/1344013374879911939,,8449,148,54,472,,
34,2020-12-29 19:57:50+00:00,elonmusk,"@Maldivawow @CodingMark @Tesla No, these are just incremental improvements to the production codebase. FSD build is a fundamental rewrite, not just in the car, but also our video training/labeling software.",https://twitter.com/elonmusk/status/1344009754394419204,,1309,58,13,59,"[User(username='Maldivawow', id=121632838, displayname='Maldiva', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CodingMark', id=952755407788826624, displayname='Mark', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Tesla', id=13298072, displayname='Tesla', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
35,2020-12-29 11:25:03+00:00,elonmusk,"@SpaceNews_Inc Starlink “poses a hazard” to Viasat’s profits, more like it. Stop the sneaky moves, Charlie Ergen!",https://twitter.com/elonmusk/status/1343880709157474304,,17601,837,114,547,"[User(username='SpaceNews_Inc', id=31098756, displayname='SpaceNews', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
36,2020-12-28 19:46:18+00:00,elonmusk,Entertainment will be critical when cars drive themselves,https://twitter.com/elonmusk/status/1343644462036086785,,50821,2287,527,2619,,
37,2020-12-28 18:07:33+00:00,elonmusk,@kimpaquette Just meeting with Larry Ellison to seek some advice. Back working on Tesla end of quarter tomorrow.,https://twitter.com/elonmusk/status/1343619610617077760,,8078,285,184,556,"[User(username='kimpaquette', id=258602317, displayname='Kim Paquette 💫🦄 🇺🇦 🕊', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
38,2020-12-28 17:23:51+00:00,elonmusk,@richierichhhhh_ Absolutely,https://twitter.com/elonmusk/status/1343608616960491521,,67350,815,120,447,"[User(username='richierichhhhh_', id=1154974451328405507, displayname='Richard🇺🇦', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
39,2020-12-28 17:23:31+00:00,elonmusk,What should Tesla do with in-car gaming in an autonomous world?,https://twitter.com/elonmusk/status/1343608530998153222,,31125,787,396,6250,,
40,2020-12-28 05:39:42+00:00,elonmusk,@PPathole @WSJ Absolutely,https://twitter.com/elonmusk/status/1343431408052662273,,2217,79,9,111,"[User(username='PPathole', id=1291945442, displayname='Pranay Pathole', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='WSJ', id=3108351, displayname='The Wall Street Journal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
41,2020-12-28 05:38:03+00:00,elonmusk,@Tesmanian_com Taste of the future,https://twitter.com/elonmusk/status/1343430996062920704,,6505,168,36,299,"[User(username='Tesmanian_com', id=1100520274200416256, displayname='Tesmanian.com', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
42,2020-12-27 22:18:58+00:00,elonmusk,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.,https://twitter.com/elonmusk/status/1343320495127633920,,135894,3647,912,4849,,
43,2020-12-27 18:35:40+00:00,elonmusk,"@WSJ Focus on making products &amp; services people truly love, so that the total economic pie is bigger, instead of engaging in zero-sum/negative-sum corporate power struggles. This is the good future.",https://twitter.com/elonmusk/status/1343264300232634373,,43155,4625,517,1056,"[User(username='WSJ', id=3108351, displayname='The Wall Street Journal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
44,2020-12-27 08:33:28+00:00,elonmusk,"@ThatDesignGuy @m_siphiw @moosuraj @Tesla Roughly 95% of parts in Tesla Roadster were unique — not in any other product. Unfortunately, since we started out with the (dumb, in retrospect) goal of simply adapting Lotus Elise to electric, we ended up with a 10% too small sports car that seems kinda like a Lotus.",https://twitter.com/elonmusk/status/1343112752512946176,,1895,65,6,99,"[User(username='thatdesignguy', id=1181164724874088449, displayname='Ismail', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='m_siphiw', id=889742169464086528, displayname='NewFoundingFather', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MooSuraj', id=1460569605785669636, displayname='MoSuraj', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Tesla', id=13298072, displayname='Tesla', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
45,2020-12-27 08:05:59+00:00,elonmusk,@LaurenRow5 @karpathy Yes,https://twitter.com/elonmusk/status/1343105835958857730,,1199,31,4,48,"[User(username='LaurenRow5', id=997698480058654720, displayname='Lauren Row', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='karpathy', id=33836629, displayname='Andrej Karpathy', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",
